Rank,Kanji,Word,Part of Speech,English Translation,Phrase,English Phrase
2325,抵抗（する）,teikou(suru),n. v.,"resistance<br>resist, offer opposition",彼らは政府の弾圧に抵抗した。,They resisted the government’s oppression.
2326,十一時,juu ichi ji,n.,eleven o’clock,十一時までに家に帰る必要がある。,I need to go home by eleven o’clock.
2327,恐怖,kyoufu,n.,"fear, dread, terror",恐怖でからだが震えた。,My body shivered with fear.
2328,支配（する）,shihai(suru),n. v.,"rule, control<br>rule, control, govern",植民地支配についての本を読む。,I’m reading a book about colonial rules.
2329,右手,migite,n.,right hand,右手で鞄を持つ。,I hold my bag with my right hand.
2330,親しい,shitashii,i-adj.,"close, friendly",親しい友人と一緒に食事をした。,I had dinner with close friends.
2331,間違い無い,machigai nai,i-adj.,must be,彼女が彼の娘であることは間違いない。,Without doubt she’s his daughter.
2332,禁止（する）,kinshi(suru),n. v.,"prohibition, ban<br>prohibit, ban",これらのことは禁止されています。,These things are prohibited.
2333,怒り,ikari,n.,"anger, rage, fury",怒りの手紙を送った。,I sent her an angry letter.
2334,本格的,honkaku-teki,na-adj.,"genuine, real; full-scale",やっと本格的に動き始めた。,They finally started to move in earnest.
2335,命令（する）,meirei(suru),n. v.,"order, command, direction<br>order, command",上司からの命令に従って仕事する。,I work following my boss’s orders.
2336,四時,yo ji,n.,four o’clock,四時に仕事が終わる。,Work finishes at four o’clock.
2337,援助（する）,enjo(suru),n. v.,"assistance, aid, support<br>help, support, assist",さまざまな国から援助を受ける。,They receive aid from different countries.
2338,二人共,futari-tomo,adv.,"both of them, two people",二人とも高校の時の同級生だ。,They were both my high school classmates.
2339,好む,konomu,v.,"like, be fond of, love, care",辛い料理を好んでいる。,He is fond of spicy foods.
2340,苦しむ,kurushimu,v.,"feel pain, suffer",食糧不足に苦しんでいる人を助けたい。,I want to help people suffering from food shortages.
2341,見方,mi-kata,n.,"point of view, way of looking",人によって、ものの見方は違う。,Each person has a different point of view.
2342,介護（する）,kaigo(suru),n. v.,"nursing, care<br>nurse, look after",母の介護に必要なお金を計算する。,I calculate how much money I will need for my mother’s care.
2343,成績,seiseki,n.,"record, result, grade, mark",彼女は成績優秀で表彰される。,She is commended for high grades.
2344,広告（する）,koukoku(suru),n. v.,"advertisement, flyer<br>advertise",広告を見て、買い物に行く。,I always check flyers when I go shopping.
2345,本日,honjitsu,n.,today,本日は晴天です。,It’s sunny today.
2346,強調（する）,kyouchou(suru),n. v.,"emphasis, stress<br>emphasize, stress",講師は大事なポイントを強調する。,The lecturer emphasizes crucial points.
2347,大いに,ooini,adv.,"very, greatly",この勉強法は大いに役に立つだろう。,This study skill will be very helpful for you.
2348,たまる,tamaru,v.,"bear, endure",負けてたまるか。,There’s absolutely no way I’m losing the competition
2349,お子さん,o-ko-san,n.,(someone else’s) child,お子さんは今、いくつですか。,How old are your children?
2350,実態,jittai,n.,actual situation,その機関の実態を知ったら、驚くだろう。,You’d be surprised if you knew the organization’s real situation.
2351,によれば,ni yore ba,cp.,"according to, ... say",天気予報によれば、明日は晴れるだろう。,"According to the forecast, it will be sunny tomorrow."
2352,隠れる,kakureru,v.,"be hidden, hide",彼は茂みの陰に隠れた。,He hid himself behind the shrubs.
2353,埋める,umeru,v.,"cover, bury",車は雪に埋まってしまった。,Cars were buried in the snow.
2354,トップ,toppu,n.,top,その会社のトップがまた変わった。,The head of the company has changed again.
2355,依頼（する）,irai(suru),n. v.,"request<br>request, ask",出版者は新しい本の出版を彼女に依頼した。,A publisher asked her for a new book.
2356,もはや,mohaya,adv.,"now, already; not ... any longer",もはや増税は避けられないだろう。,A tax increase will no longer be avoidable.
2357,真,shin,n.,truth; reality,真の自由を手に入れるために、努力を続ける。,They continue to strive to obtain true freedom.
2358,出産（する）,shussan(suru),n. v.,birth<br>give birth,旦那さんが出産に立ち会う。,Her husband will attend the baby’s birth.
2359,達成（する）,tassei(suru),n. v.,"achievement, attainment<br>achieve, attain",目標を達成するために一生懸命働く。,I work very hard to achieve my goals.
2360,申請（する）,shinsei(suru),n. v.,"application, petition<br>apply",奨学金を申請したが、却下された。,I applied for a scholarship but I was rejected.
2361,知り合う,shiriau,v.,get to know,新しい友達と知り合う。,I got to know some new friends.
2362,親子,oyako,n.,"parent and child, parents and children",親子で公園に出かける。,The parents and children will go out to the park.
2363,取り組み,torikumi,n.,match; approach,仕事への取り組み方が評価された。,They evaluated my approach towards work highly.
2364,招く,maneku,v.,invite,このままでは最悪の事態を招くだろう。,This will cause the worst situation if nothing is done.
2365,二十日,hatsu-ka,n.,twentieth (date); twenty days,毎月二十日に給料が振り込まれる。,My salary is paid on the twentieth of each month.
2366,政治家,seiji-ka,n.,politician,彼の夢は政治家になることだ。,His dream is to become a politician.
2367,飛び出す,tobidasu,v.,spring out; come rushing out,目の前に急に子供が飛び出してきた。,A child rushed out suddenly right in front of me.
2368,陥る,ochiiru,v.,fall into,あの会社は経営危機に陥っている。,That company has been in bad shape.
2369,寄せる,yoseru,v.,"let come near, bring near; put; be dependent on",彼女はあの人に大きな信頼を寄せている。,She puts a great deal of trust in him.
2370,定員,teiin,n.,capacity (people),この企画はすでに定員オーバーです。,This event is already overbooked.
2371,駐車場,chuusha-jou,n.,"parking space, parking lot, car park",駅前の駐車場を探している。,I’m looking for a parking lot around the station.
2372,彼氏,kareshi,n.,boyfriend,彼氏を親に紹介する。,I will introduce my boyfriend to my parents.
2373,式,shiki,n.,ceremony,正式な式に着ていく服を探している。,I’m looking for some clothes for formal occasions.
2374,によっては,ni yotte wa,cp.,depending on,人によっては、これをおいしいという。,"It varies from person to person, but some people find this tasty."
2375,蓋,futa,n.,lid,鍋に蓋をしなさい。,Cover the pan with a lid.
2376,実,mi,n.,seed; berry; fruit; nut; pulp,この木は実がたくさんなる。,This tree bears a lot of fruit.
2377,社会人,shakai-jin,n.,adult; full member of society,弟はこの四月に社会人になる。,My brother will start working this April.
2378,墓,haka,n.,grave,墓参りに行った。,I visited the grave.
2379,十三,juu san,num.,thirteen,十三は不吉な数字だと思う人もいる。,There are some people who believe that thirteen is an unlucky number.
2380,宿,yado,n.,"inn, hotel",静かな宿に泊まった。,I stayed in a quiet hotel.
2381,都心,toshin,n.,"city center, downtown area",都心は家賃が高い。,Rents are expensive in the city center.
2382,二ヶ月,ni kagetsu,n.,two months,二ヶ月間出張に出かける。,I’ll go on a business trip for two months.
2383,役立つ,yakudatsu,v.,useful,このサイトには役立つ情報がたくさん出てい る。,This website has plenty of useful information.
2384,土曜日,doyou bi,n.,Saturday,土曜日に美容室に行く。,I’ll go to a hair salon on Saturday.
2385,労働者,roudou-sha,n.,"laborer, working man",その会社は海外からの労働者を受け入れる。,The company accepts laborers from overseas.
2386,五日,itsu-ka,n.,fifth (date); five days,五月五日はこどもの日だ。,May 5 is Children’s Day.
2387,発売（する）,hatsubai(suru),n. v.,"sale<br>sell, put on sale",新しい本が販売される。,A new book will be on sale.
2388,成り立つ,naritatsu,v.,be concluded; consist of,この企画は、たくさんの人の努力で成り立って います。,This event is built on the efforts of many people.
2389,人数,ninzuu,n.,number of people,彼はグループの人数を数える。,He counts the number of people in the group.
2390,物質,busshitsu,n.,"matter, material",彼は物質の変化について実験する。,He carries out experiments on changes in matter.
2391,温度,ondo,n.,temperature; heat,外の温度を測ろう。,Let’s check the temperature outside.
2392,性質,seishitsu,n.,"nature, disposition",その二つの問題は性質が違う。,The two problems are different in nature.
2393,方針,houshin,n.,"course, line; policy, plan; principle",会社は方針を発表した。,The company announced their plan.
2394,ひたすら,hitasura,adv.,"determinedly, earnestly",ひたすら前だけを見て頑張った。,I looked ahead determinedly and persevered.
2395,秘密,himitsu,n.,"secret, confidence",秘密は守ります。,I’ll keep your secret.
2396,該当（する）,gaitou(suru),n.,"fall under, be applicable, correspond",その条件に該当する人は少なかった。,There were only a few people who were eligible.
2397,案内,annai,n.,"guidance; guide, sign",案内がわかりにくい。,The guide is not clear.
2398,基礎,kiso,n.,"basis, basics, foundation",中学校で英語の基礎を学ぶ。,We learn the basics of English in junior high school.
2399,単なる,tannaru,adn.,"mere, simple",単なる勘違いでは済まない。,You cannot leave it as simply a mistake.
2400,草,kusa,n.,"grass, weed",彼は庭の草むしりをしている。,He is weeding the garden.
2401,食品,shokuhin,n.,food,バランスよく食品を選ぶ。,I select food for a well-balanced diet.
