Rank,Word,Part of Speech,English Translation,Phrase,English Phrase,Frequency
2770,copo,nm,"glass, cup",ela pegou na garrafa para encher o copo,He grabbed the bottle to fill up his glass.,55
2771,pretensão,nf,"pretense, demand",não tem a pretensão de ser perfeito,He has no pretense of being perfect.,56
2772,rota,nf,route,é a rota marítima mais curta entre a Europa e o Oriente,It is the shortest maritime route between Europe and the East.,57
2773,dependente,aj,dependent,os imigrantes ilegais ficam dependentes do patrão,Illegal immigrants are dependent on their bosses.,56
2774,agricultor,nm,farmer,o agricultor ajudava a preparar a ração para os animais,The farmer helped to prepare the feed for the animals.,55
2775,morador,nm,"resident, inhabitant",é forte o sentimento de comunidade entre os moradores daquela zona,"It’s strong, the sense of community that exists among the residents of that area.",55
2776,mentira,nf,lie,não sei se isto que estou a contar é mentira ou verdade!,I don’t know if what I am saying is the truth or a lie!,55
2777,ocidente,nm,west,a arte de tatuar foi reintroduzida no Ocidente pelos navegadores,The art of tattooing was reintroduced to the West by navigators.,56
2778,anteriormente,av,previously,é composta por territórios anteriormente pertencentes ao Império Britânico,It is made up of territories previously belonging to the British Empire.,54
2779,vulgar,aj,"common, average, vulgar",o anti-herói distingue-se pelo seu carácter débil e vulgar,The anti-hero is distinguished by his weak and common character.,56
2780,articulação,nf,"joint, articulation",o reumatismo moía-lhe as articulações,Rheumatism wore down his joints.,56
2781,jornada,nf,"workday, journey, round (sports)",a jornada de trabalho seria reduzida para sete horas,The workday would be reduced to 7 hours.,55
2782,relato,nm,"account, report",eu fiz um relato sobre uma de minhas experiências,I gave an account of one of my experiences.,55
2783,penetrar,v,to penetrate,através das mais brilhantes expressões ela sabia penetrar no fundo dos corações,"Through the most brilliant expressions, she knew how to penetrate deep into peoples’ hearts.",56
2784,calma,nf,"peace, calm",toda a fazenda fora envolvida pela calma da natureza,The whole farm was surrounded by the peace of nature.,54
2785,frango,nm,"young chicken, cooked chicken",os cortes de frango são marinados num molho picante,The pieces of chicken are marinated in a spicy sauce.,55
2786,concretizar,v,"to come to pass, bring about",a promessa nunca chegou a se concretizar,The promise never came to pass.,56
2787,riso,nm,laughter,o seu riso fez iluminar-se a sala,Her laughter lit up the room.,55
2788,administrar,v,"to manage, administer",o seu avô paterno não soubera administrar as propriedades que recebera de herança,His paternal grandfather didn’t know how to manage the properties that he received as an inheritance.,55
2789,camisa,nf,shirt,ele vestia calças e camisas justas ao corpo,He wore pants and shirts that were snug against his body.,54
2790,multidão,nf,"masses, multitude",a multidão é louca; louca e poderosa,"The masses are crazy, crazy and powerful.",55
2791,judicial,aj,judicial,separamos o poder legislativo do judicial,We separated the legislative power from the judicial.,56
2792,rosa,na,"rose, pink",os apaixonados enviavam cartas e rosas vermelhas,The lovers sent letters and red roses.,56
2793,compensação,nf,compensation,eles pagam custos de compensação aos acidentados,The pay the compensation costs to accident victims.,55
2794,filosófico,aj,philosophical,existem várias teorias filosóficas sobre a beleza,There are several philosophical theories about beauty.,54
2795,nariz,nm,nose,o septo do nariz é cartilaginoso,The septum of the nose is made of cartilage.,55
2796,dinâmica,nf,"change, dynamics",o país viveu tempos de dinâmica social muito diversa,The country went through times of very diverse social change.,56
2797,palestra,nf,"lecture, discussion",o programa prossegue com uma palestra do professor Henrique,The program will continue with a lecture by Professor Henrique.,55
2798,milagre,nm,miracle,o milagre foi o nascimento da criança,The miracle was the birth of the child.,55
2799,joelho,nm,knee,ela via-o de joelhos pedindo por tudo que ela lhe poupasse a vida,"She saw him on his knees, begging that she would spare his life.",55
2800,informática,nf,computer science,frequentei um curso de informática,I attended a computer science class.,58
2801,crença,nf,belief,os egípcios possuíam a crença da vida após a morte,Egyptians maintained a belief in a life after death.,55
2802,conviver,v,"to spend time with, live with",Olívio gravou depoimentos com muitas pessoas que conviveram com o artista,Olivio recorded the testimonies of many who spent time with the artist.,54
2803,amostra,nf,"sample, specimen",é retirada uma amostra de tecido que é analisada sob o microscópio,A sample of tissue is taken and analyzed under a microscope.,55
2804,borracha,nf,rubber,Extrairemos o látex do seringueiro e comerciaremos a borracha,We’ll extract the rubber from the rubber-trees and we’ll market it.,55
2805,variado,aj,varied,havia-os das mais variadas formas e feitios,They existed in the most varied forms and configurations.,56
2806,finalizar,v,"to conclude, wrap up",o governo está finalizando uma política agrícola permanente,The government is putting the finishing touches on a long-term agricultural plan.,55
2807,reter,v,to retain,"o pântano, como uma esponja, retém água, sedimentos e nutrientes","The swamp, like a sponge, retains water, sediments, and nutrients.",55
2808,ó,at,oh + N (vocative),"salva-me, ó Deus","Save me, O God.",55
2809,roteiro,nm,"script, itinerary, route",não havia um roteiro ou uma seleção de perguntas previamente estabelecida,There was no script or list of questions previously established.,55
2810,valorizar,v,to value,a maioria dos movimentos desse século valorizava a subjetividade na arte,The majority of this century’s movements valued subjectivity in art.,55
2811,intermédio,na,"intermediary, intermediate",a rainha era sempre a intermediária entre o rei e os seus súbditos,The queen was always the intermediary between the kings and his subjects.,56
2812,ritual,nm,ritual,as universidades têm o seu ritual de iniciação,Universities have their initiation rituals.,55
2813,planejar,v,to plan [BP],o rapaz estudava medicina e planejava especializar-se em cirurgia plástica,The young man studied medicine and planned to specialize in plastic surgery.,55
2814,pecado,nm,sin,a Igreja redigiu uma lista de pecados que tinham de ser confessados,The Church composed a list of sins that had to be confessed.,54
2815,satisfeito,aj,satisfied,"o director literário sorria, satisfeito com a fluência da frase","The literary director smiled, satisfied with how the phrase flowed.",55
2816,divertir,v,"to have fun, entertain",não tinha coragem de se divertir vendo sua melhor amiga naquele estado,"She didn’t have the heart to have fun, seeing her best friend in that state.",55
2817,setenta,num,seventy,"o velho, à beira dos setenta, continuava com firmeza","The old man, about to turn seventy, was still strong.",55
2818,geográfico,aj,geographic,os pólos geográficos são diferentes dos pólos magnéticos,The geographic poles are different from the magnetic poles.,55
2819,brilho,nm,"brightness, shine","ele adquiriu uma coloração azulada, como se refletisse o brilho dum relâmpago","He acquired a bluish hue, as if he were reflecting the brightness of lightning.",57
2820,oh,i,oh,"oh, nunca, nunca Fernando faria tal, jurou-me","Oh, never, never would Fernando do such a thing; he swore it to me.",54
2821,suspeita,nf,"suspicion, distrust",o árbitro foi denunciado por suspeita de suborno,The referee was denounced on suspicion of bribery.,55
2822,dourado,aj,"golden, gilded",essa borboleta pode ter coloração dourada ou prateada,This butterfly can have shades of gold or silver.,55
2823,remoto,aj,remote,o avião é dirigido por controlo remoto nas mãos de dois pilotos,The plane is piloted by remote control at the hands of two pilots.,56
2824,tecnológico,aj,technological,passamos por uma revolução tecnológica que faz o mundo cada vez menor,We’ve undergone a technological revolution that has made the world smaller and smaller.,58
2825,inserir,v,"to insert, include",o acupuncturista insere uma agulha na pele,The acupuncturist inserts a needle in your skin.,55
2826,governamental,aj,governmental,"além de inconstitucional e ilegal, a intervenção governamental só agravou os problemas","Besides being unconstitutional and illegal, the governmental intervention only made the problems worse.",56
2827,introdução,nf,introduction,uma mudança fundamental deste sistema foi a introdução do zero,The fundamental change in this system was the introduction of the zero.,54
2828,poço,nm,water well,"instalamos uma bomba para puxar água do poço, lá no acampamento","We installed a pump to pull water from the well, there in the camp.",55
2829,equivalente,na,equivalent,a potência da bomba era o equivalente a 12.700 toneladas de TNT,"The power of the bomb was equivalent to 12,700 tons of TNT.",55
2830,dever,nm,duty,"os pais têm o dever de assistir, criar e educar os filhos","Parents have the duty to attend to, raise and teach their children.",55
2831,empreendimento,nm,"undertaking, venture",o êxito alcançado com este empreendimento conduziu à sua nomeação,The success gained from this undertaking led to his nomination.,56
2832,transacção,nf,transaction,a transacção realizou-se no mercado de âmbito nacional,The transaction took place on the national market.,56
2833,combinação,nf,combination,a combinação amarelo com preto é chamativa,The combination of yellow with black attracts one’s attention.,55
