Rank,Word,Part of Speech,English Translation,Phrase,English Phrase,Frequency
2962,pardonner,v,"to forgive, excuse","si tu m’aimes vraiment, pardonne-moi","if you really love me, forgive me",58
2963,collaborer,v,"to collaborate, contribute",ce groupe de travail a collaboré avec toutes sortes de spécialistes,this work group collaborated with all kinds of specialists,67
2964,danse,nf,"dance, dancing",m’accorderez-vous cette danse?,may I have this dance?,73
2965,tester,v,to test,"opératrice, veuillez tester ce numéro","operator, please test this number",72
2966,proclamer,v,"to proclaim, declare",les résultats officiels seront proclamés samedi,the official results will be announced Saturday,71
2967,genou,nm,knee,la victime était à genoux devant le chien,the victim was kneeling in front of the dog,60
2968,dominant,adj,"dominant, prevailing",dans toute relation il y a un dominant et un dominé,in every relation there is dominator and a dominee,63
2969,péril,nm,peril,"aujourd’hui, notre porte-parole est en péril",today our spokesman is in danger,78
2970,préférence,nf,"preference, preferably",ma préférence va toujours et encore à la poésie,my preference is still and forever poetry,72
2971,vain,adj,vain,j’ai tout essayé … mais en vain,I tried everything … but in vain,60
2972,rentrée,nf,"reopening, return, start",j’attendis la rentrée avec impatience,I awaited the reopening of school impatiently,74
2973,coller,v,"to stick, paste",les timbres étaient bien collés sur ces cartes postales,the stamps were securely stuck onto these postcards,64
2974,monopole,nm,monopoly,nul n’a le monopole des bonnes idées,no one has the monopoly on good ideas,68
2975,approfondir,v,"to deepen, make deeper, go further into",le sujet mérite donc d’être approfondi,the subject therefore deserves further study,70
2976,incendie,nm,"fire, blaze",les pompiers ont maitrisé tous les incendies,the firemen brought all of the fires under control,64
2977,proximité,nf,"proximity, nearness, closeness",ils restaient à proximité,they stayed close by,69
2978,hélicoptère,nm,helicopter,des hélicoptères survolaient l’ambassade,helicopters were flying over the embassy,57
2979,bouteille,nf,bottle,j’ai cassé une bouteille de bière,I broke a beer bottle,64
2980,championnat,nm,championship,elle a participé à 15 championnats canadiens en neuf ans,she participated in 15 Canadian championships in nine years,48
2981,hériter,v,to inherit,sa femme héritait des dettes,his wife inherited debts,82
2982,élémentaire,adj(f),"elementary, rudimentary, basic",il posait des questions élémentaires,he asked very basic questions,76
2983,entité,nf,entity,ce ne sont pas des entités commerciales,these are not commercial entities,60
2984,souffler,v,"to blow, puff",vous êtes là où le vent souffle,you’re there where the wind blows,68
2985,dit,nadj,"said, so-called; tale",l’OTAN s’est transformée en organisation dite « de sécurité »,NATO transformed into a so-called “security” organization,79
2986,mélange,nm,"mixing, mixture, blend",il m’écouta avec un mélange de crainte et d’admiration,he listened to me with a mixture of fear and admiration,73
2987,pourcentage,nm,"percentage, commission, cut",elles calculent les pourcentages sur leurs profits,they calculate the percentages on their profits,71
2988,permis,nm(pl),"license, permit, permitted","vos papiers? pièce d’identité, permis de conduire","your papers? identity card, driver’s license",72
2989,mélanger,v,"to mix, mix up, confuse",il mélangeait un peu les dates,he got the dates a little bit mixed up,80
2990,proprement,adv,"cleanly, neatly, properly",je trouve cela proprement scandaleux,I find that properly scandalous,74
2991,enfoncer,v,"to ram, drive in, hammer in, sink in",commencons par enfoncer les portes,let’s start by knocking down the doors,69
2992,clandestin,nadj,"underground, clandestine",le flux des immigrés clandestins en Espagne n’a cessé de grossir,the flow of illegal immigrants in Spain grew unchecked,70
2993,super,"adji, nm",great,"si vous pouviez, ce serait super","if you could, that would be great",51
2994,encontre,adv,contrary to,tu ne peux pas aller à l’encontre de sa personnalité,you can’t go contrary to his personality,65
2995,syndical,adj,(trade-) union,le mouvement syndical devra lui aussi être aidé,the union movement will also have to be helped,62
2996,deviner,v,"to guess, solve",sa tête baissée laissait deviner une calvitie naissante,his bowed head betrayed the onset of balding,59
2997,tracer,v,"to draw, write, mark out",la voie est tracée mais elle est difficile,the route is marked but it is difficult,75
2998,sagesse,nf,"wisdom, moderation",j’ai profité énormément de sa sagesse,I profited enormously from his wisdom,71
2999,baiser,"nm, v",to kiss,votre amoureux vous a donné un baiser d’adieu,your lover gave you a goodbye kiss,52
3000,user,v,"to wear out, wear away, use up",use de ton charme pour le convaincre,use some of your charm to convince him,69
3001,enfer,nm,hell,l’infatuation est l’enfer de l’esprit,infatuation is the mind’s hell,64
3002,pilote,"nm, nf","pilot, experimental",y a-t-il encore un pilote dans l’avion?,is there still a pilot in the airplane?,67
3003,abonné,nadj,"subscribed, subscriber",le texte du message reçu de l’abonné,the text of the message received by the subscriber,42
3004,objection,nf,objection,il n’y pas d’objections de votre part,there are no objections on your behalf,77
3005,correction,nf,correction,alors j’ai fait cette correction,so I made this correction,68
3006,vocation,nf,"vocation, calling",c’est là qu’il trouva sa vocation,that’s where he found his calling in life,72
3007,facture,nf,"invoice, bill",les gens ne peuvent payer leurs factures,people can’t pay their bills,76
3008,relancer,v,"to throw back, restart, relaunch",cela aurait pour effet de relancer l’économie,this will produce an economic recovery,68
3009,luxe,nm,luxury,la colère est un luxe que je ne peux me permettre,anger is a luxury I can’t afford,72
3010,nomination,nf,"appointment, nomination",j’ai été très heureux d’apprendre votre nomination,I was very pleased to hear of your nomination,65
3011,poster,"nm, v","poster; to post, mail",nous y avons posté une vigie,we set up a stakeout,86
3012,bar,nm,bar,nous buvons un café dans le bar voisin,we’re drinking a coffee in the local bar,65
3013,tantôt,adv,"this afternoon, sometimes","des voix tantôt masculines, tantôt féminines","voices that were sometimes masculine, sometimes feminine",60
3014,publiquement,adv,publicly,il ne voulait pas critiquer publiquement ses supérieurs,he didn’t want to publicly criticize his superiors,75
3015,gueule,nf,"mouth, trap",ferme ta grande gueule!,shut your big trap!,58
3016,comparable,adj(f),comparable,le bruit était comparable à une explosion,the noise was like an explosion,72
3017,sympathie,nf,"liking, warmth, friendship, sympathie",vous avez ma sympathie,you have my sympathy,74
3018,structurel,adj,structural,il y a des pressions structurelles dans le système de santé,there are structural pressures in the health system,52
3019,dispenser,v,"to exempt, avoid",vous pouvez me dispenser de vos commentaires,you can spare me your commentaries,80
3020,copain,nm,"friend, buddy, mate","ils deviennent copains, amis, amoureux bientôt","they soon became buddies, friends, lovers",63
3021,aligner,v,"to lign up, align",il aligna sur le comptoir les trois piécettes d’argent,he lined up three small silver coins on the counter,77
3022,absorber,v,"to absorb, remove, take up, take over","j’étais absorbé, obsédé par mes recherches","I was absorbed, obsessed by my research",73
3023,compagnon,nm,"companion, craftsman, journeyman",il invitait souvent des compagnons de son âge à venir,he often invited his same-age companions to come over,75
3024,déroulement,nm,"development, progress",nous avons examiné le déroulement des événements,we studied the unfolding of the events,81
3025,dévoiler,v,"to unveil, reveal, disclose",pouvez-vous nous dévoiler l’évolution de l’intrigue?,can you reveal to us how the affair unfolded?,76
3026,opérationnel,adj,"operational, operating",tous les systèmes sont opérationnels,all systems are operational,75
3027,freiner,v,"to brake, slow down",il se peut que je freine brusquement,I might brake suddenly,78
3028,rattraper,v,"to recapture, recover, catch up, make up for",il a fallu plus tard rattraper le temps perdu,later we had to make up for lost time,76
3029,matinée,nf,morning,j’ai passé la matinée à lire,I spent the morning reading,64
3030,régir,v,to govern,nous avons des lois pour régir les activités de la presse,we have laws to govern the activities of the press,68
3031,poème,nm,poem,souviens-toi du poème que je t’ai fait lire,remember the poem that I had you read,62
3032,bassin,nm,"bowl, basin",une large allée centrale menait à un bassin,a large central alley led to a reservoir,75
3033,éteindre,v,"to extinguish, put out, turn off",elle a éteint la lumière,she turned off the light,61
3034,ministériel,adj,ministerial; minister,les ministériels devraient voter selon leur conscience,the ministers should vote according to their conscience,59
3035,rage,nf,"rage, fury, rabies",la guerre fait rage dans les ténèbres,war is raging in the darkness,74
3036,enregistrement,nm,"recording, registration, check-in, logging","pour moi, les enregistrements falsifient la psychanalyse","for me, recordings falsify psychoanalysis",68
3037,débarquer,v,"to unload, land, disembark",de nouveaux groupes étrangers ont débarqué en Italie,new groups of foreigners have landed in Italy,77
3038,systématiquement,adv,systematically,ce genre de choses sort systématiquement,this kind of thing happens systematically,77
3039,énormément,adv,enormously,j’ai énormément d’admiration pour lui,I have a lot of admiration for him,63
3040,respirer,v,to breath,"respirez à fond, calmez-vous","breathe deeply, calm down",59
3041,dictature,nf,dictatorship,nous voulons éviter une nouvelle dictature,we want to avoid a new dictatorship,74
3042,acheteur,nm,"buyer, purchaser",le gouvernement est le plus gros acheteur de biens,the government is the greatest purchaser of goods,83
3043,équiper,v,"to equip, kit out, fit out, tool up",quelque 1.800 caméras de surveillance équipent les gares,"the train stations are equipped with some 1,800 surveillance cameras",69
3044,édifice,nm,building,un édifice s’élève pierre à pierre,a building is constructed one stone at a time,79
3045,lot,nm,"share, prize, lot",la négligence sera le lot de cet enfant du malheur,negligence will be the lot of this child of misfortune,83
